,ID,Case Number,Date,Block,IUCR,primarytype,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,day,hour,year,month,week,ymd,time
493,7584494,HS385943,6/29/2010 18:30,056XX N CANFIELD AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1122877,1936569,2010,7/5/2010 11:28,41.98234492,-87.82346577,"(41.982344919, -87.823465771)",180,18,2010,6,26,6/29/2010,170
494,7567191,HS370724,6/21/2010 3:30,054XX N OLCOTT AVE,610,BURGLARY,FORCIBLE ENTRY,PARK PROPERTY,FALSE,FALSE,1613,16,41,10,5,1125308,1935240,2010,6/23/2010 12:40,41.97865795,-87.81455455,"(41.978657946, -87.814554551)",172,3,2010,6,25,6/21/2010,162
495,7561533,HS365549,6/18/2010 0:10,055XX N NEWLAND AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1129308,1936327,2010,6/21/2010 9:53,41.98157336,-87.79981918,"(41.981573363, -87.799819183)",169,0,2010,6,25,6/18/2010,159
496,7563912,HS368353,6/12/2010 16:00,072XX W PETERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1612,16,41,10,5,1126693,1939388,2010,6/26/2010 17:47,41.99001735,-87.80936773,"(41.990017346, -87.809367725)",163,16,2010,6,24,6/12/2010,153
497,7552180,HS355063,6/11/2010 9:00,066XX W GREGORY ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1130659,1936500,2010,7/5/2010 11:27,41.98202489,-87.7948465,"(41.982024893, -87.794846502)",162,9,2010,6,24,6/11/2010,152
498,7539609,HS342857,6/3/2010 21:00,056XX N MELVINA AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,10,5,1133873,1937366,2010,6/6/2010 11:54,41.98434522,-87.78300559,"(41.98434522, -87.783005587)",154,21,2010,6,23,6/3/2010,144
499,7615016,HS419097,5/30/2010 9:00,072XX W PETERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1126754,1939389,2010,7/24/2010 10:25,41.99001907,-87.80914333,"(41.990019066, -87.809143328)",150,9,2010,5,22,5/30/2010,140
500,7525611,HS328687,5/27/2010 1:00,054XX N NATCHEZ AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1132292,1935714,2010,5/30/2010 9:40,41.97983971,-87.78885903,"(41.979839707, -87.788859025)",147,1,2010,5,22,5/27/2010,137
501,7518759,HS321879,5/22/2010 10:00,058XX N NAPOLEON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1611,16,41,10,5,1132452,1938644,2010,5/25/2010 12:25,41.9878771,-87.78820202,"(41.987877103, -87.788202015)",142,10,2010,5,21,5/22/2010,132
502,7513714,HS316693,5/19/2010 20:00,062XX W PETERSON AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,10,5,1133384,1939437,2010,5/23/2010 8:33,41.99003684,-87.78475531,"(41.990036835, -87.784755308)",139,20,2010,5,20,5/19/2010,129
503,7509450,HS313135,5/18/2010 3:00,061XX N MILWAUKEE AVE,610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,FALSE,FALSE,1611,16,45,10,5,1133508,1940652,2010,6/6/2010 12:28,41.99336872,-87.78427055,"(41.993368719, -87.784270551)",138,3,2010,5,20,5/18/2010,128
504,7506779,HS306252,5/13/2010 15:30,054XX N ORIOLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1124636,1935573,2010,5/22/2010 18:35,41.97958288,-87.81701853,"(41.979582875, -87.817018533)",133,15,2010,5,20,5/13/2010,123
505,7506739,HS305611,5/13/2010 13:30,056XX N OVERHILL AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1124045,1936433,2010,5/24/2010 8:28,41.98195256,-87.81917306,"(41.981952561, -87.819173057)",133,13,2010,5,20,5/13/2010,123
506,7494800,HS298325,5/8/2010 22:55,074XX W TALCOTT AVE,610,BURGLARY,FORCIBLE ENTRY,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1612,16,41,10,5,1125711,1938858,2010,5/18/2010 18:10,41.9885794,-87.81299164,"(41.988579403, -87.812991637)",128,22,2010,5,19,5/8/2010,118
507,7497783,HS298296,5/8/2010 17:45,056XX N MULLIGAN AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1622,16,45,10,5,1132882,1937115,2010,5/18/2010 18:10,41.98367387,-87.78665631,"(41.983673868, -87.786656312)",128,17,2010,5,19,5/8/2010,118
508,7493426,HS296634,5/7/2010 11:30,073XX W BERWYN AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1126345,1934411,2010,7/5/2010 11:27,41.97636579,-87.81075946,"(41.976365786, -87.810759456)",127,11,2010,5,19,5/7/2010,117
509,7570842,HS374827,5/3/2010 12:00,072XX W PETERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1612,16,41,10,5,1126739,1939389,2010,7/11/2010 18:48,41.99001932,-87.8091985,"(41.990019318, -87.809198502)",123,12,2010,5,18,5/3/2010,113
510,7483843,HS286785,5/2/2010 3:35,059XX N NORTHWEST HWY,610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,FALSE,FALSE,1611,16,41,10,5,1131169,1939046,2010,6/18/2010 9:36,41.98900254,-87.79291174,"(41.98900254, -87.792911739)",122,3,2010,5,18,5/2/2010,112
511,7486455,HS288679,5/2/2010 1:00,059XX N MC COOK AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,10,5,1134849,1939306,2010,5/13/2010 10:29,41.98965148,-87.77936978,"(41.989651482, -87.779369777)",122,1,2010,5,18,5/2/2010,112
512,7484194,HS287529,5/1/2010 2:00,065XX N SAYRE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,41,10,5,1128707,1943491,2010,5/4/2010 13:32,42.00124231,-87.80186602,"(42.001242305, -87.80186602)",121,2,2010,5,18,5/1/2010,111
513,7480774,HS283008,4/29/2010 16:30,057XX N AVONDALE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1131870,1938080,2010,6/1/2010 13:46,41.98633958,-87.79035584,"(41.986339581, -87.790355844)",119,16,2010,4,18,4/29/2010,109
514,7480264,HS282212,4/29/2010 5:40,056XX N OLCOTT AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1125361,1936929,2010,5/1/2010 20:23,41.98329186,-87.814322,"(41.983291858, -87.814322)",119,5,2010,4,18,4/29/2010,109
515,7473048,HS275245,4/23/2010 22:30,059XX N NINA AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1128874,1939124,2010,4/27/2010 13:20,41.98925601,-87.80135145,"(41.989256008, -87.801351448)",113,22,2010,4,17,4/23/2010,103
516,7465401,HS267596,4/20/2010 18:00,054XX N NEWCASTLE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1129870,1936015,2010,4/22/2010 11:37,41.98070758,-87.79775945,"(41.98070758, -87.797759445)",110,18,2010,4,16,4/20/2010,100
517,7471484,HS266174,4/19/2010 20:00,048XX N NATCHEZ AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1132260,1931902,2010,5/24/2010 8:27,41.96937977,-87.78906578,"(41.969379769, -87.789065779)",109,20,2010,4,16,4/19/2010,99
518,7462711,HS264846,4/17/2010 15:00,059XX N NORTHWEST HWY,610,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,1612,16,41,10,5,1130937,1939118,2010,9/24/2010 10:42,41.98920413,-87.79376341,"(41.989204129, -87.793763414)",107,15,2010,4,16,4/17/2010,97
519,7461560,HS261563,4/16/2010 18:30,058XX N MOBILE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1622,16,45,10,5,1133222,1938482,2010,4/30/2010 22:09,41.98741908,-87.78537366,"(41.987419077, -87.785373661)",106,18,2010,4,16,4/16/2010,96
520,7439042,HS241420,4/4/2010 0:30,066XX W SCHREIBER AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,41,10,5,1130981,1942448,2010,4/6/2010 11:18,41.99834119,-87.79352436,"(41.998341185, -87.793524363)",94,0,2010,4,14,4/4/2010,84
521,7434901,HS236643,4/1/2010 11:00,055XX N NORDICA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1128663,1936239,2010,4/6/2010 11:18,41.98134288,-87.80219336,"(41.981342882, -87.802193361)",91,11,2010,4,14,4/1/2010,81
522,7436387,HS236865,4/1/2010 6:30,054XX N NEW ENGLAND AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1129547,1935800,2010,4/7/2010 13:21,41.98012314,-87.79895229,"(41.980123135, -87.798952285)",91,6,2010,4,14,4/1/2010,81
523,7438983,HS241355,3/31/2010 12:00,052XX N NASHVILLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1131543,1934534,2010,4/28/2010 21:03,41.97661471,-87.79164105,"(41.976614705, -87.791641048)",90,12,2010,3,13,3/31/2010,80
524,7425864,HS227621,3/26/2010 19:30,057XX N MOBILE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1622,16,45,10,5,1133298,1937585,2010,4/6/2010 20:57,41.98495629,-87.78511524,"(41.984956294, -87.785115243)",85,19,2010,3,13,3/26/2010,75
525,7425874,HS227554,3/26/2010 18:10,057XX N MOBILE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1622,16,45,10,5,1133299,1938120,2010,8/4/2010 22:51,41.98642436,-87.78509897,"(41.986424364, -87.78509897)",85,18,2010,3,13,3/26/2010,75
526,7415451,HS213773,3/18/2010 9:00,048XX N NEWCASTLE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1129875,1931971,2010,4/6/2010 12:32,41.96961035,-87.79783403,"(41.969610354, -87.797834026)",77,9,2010,3,12,3/18/2010,67
527,7408886,HS211573,3/17/2010 6:37,064XX N SAYRE AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,TRUE,FALSE,1611,16,41,10,5,1128801,1942869,2010,9/11/2010 16:41,41.99953388,-87.80153441,"(41.999533879, -87.801534414)",76,6,2010,3,11,3/17/2010,66
528,7409213,HS211670,3/17/2010 2:00,064XX N NORDICA AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,41,10,5,1128449,1942435,2010,4/6/2010 12:06,41.99834894,-87.80283925,"(41.998348935, -87.80283925)",76,2,2010,3,11,3/17/2010,66
529,7409152,HS211686,3/16/2010 22:30,069XX W IMLAY ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,41,10,5,1128700,1942227,2010,3/20/2010 20:15,41.99777389,-87.80192063,"(41.997773894, -87.801920633)",75,22,2010,3,11,3/16/2010,65
530,7409205,HS211632,3/16/2010 22:00,064XX N NORDICA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,41,10,5,1128449,1942489,2010,3/20/2010 20:15,41.99849712,-87.80283802,"(41.998497116, -87.802838019)",75,22,2010,3,11,3/16/2010,65
531,7408991,HS211601,3/16/2010 17:30,069XX W IMLAY ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,41,10,5,1128799,1942274,2010,3/20/2010 20:15,41.99790118,-87.80155537,"(41.997901179, -87.801555366)",75,17,2010,3,11,3/16/2010,65
532,7402274,HS203772,3/12/2010 9:36,062XX N INDIAN RD,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1611,16,45,10,5,1134819,1941064,2010,3/19/2010 14:47,41.99447611,-87.7794383,"(41.994476114, -87.7794383)",71,9,2010,3,11,3/12/2010,61
533,7408598,HS211276,3/12/2010 9:00,060XX N NEWBURG AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1611,16,41,10,5,1131456,1939871,2010,3/22/2010 10:22,41.99126144,-87.79183691,"(41.99126144, -87.791836907)",71,9,2010,3,11,3/12/2010,61
534,7402107,HS203795,3/11/2010 23:00,062XX N SAYRE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,41,10,5,1128917,1941244,2010,3/14/2010 13:19,41.99507275,-87.80114483,"(41.995072754, -87.801144825)",70,23,2010,3,11,3/11/2010,60
535,7400368,HS200578,3/10/2010 12:00,058XX N MERRIMAC AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1622,16,45,10,5,1133631,1938374,2010,3/22/2010 10:15,41.98711553,-87.78387186,"(41.987115525, -87.783871863)",69,12,2010,3,10,3/10/2010,59
536,7397388,HS198812,3/9/2010 11:30,081XX W FARRAGUT AVE,610,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,TRUE,FALSE,1614,16,41,10,5,1120720,1933751,2010,7/12/2010 11:29,41.97464697,-87.8314596,"(41.974646968, -87.831459603)",68,11,2010,3,10,3/9/2010,58
537,7396064,HS197292,3/8/2010 13:23,048XX N NEWCASTLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1129876,1932007,2010,3/31/2010 18:15,41.96970912,-87.79782952,"(41.969709124, -87.797829521)",67,13,2010,3,10,3/8/2010,57
538,7391824,HS193655,3/5/2010 15:15,049XX N NEENAH AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1131854,1932301,2010,3/19/2010 14:40,41.97048173,-87.79054938,"(41.970481733, -87.790549377)",64,15,2010,3,10,3/5/2010,54
539,7384357,HS185906,2/28/2010 22:30,053XX N HARLEM AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,1613,16,41,10,5,1127404,1935234,2010,3/13/2010 13:00,41.97860639,-87.8068464,"(41.978606389, -87.806846395)",59,22,2010,2,9,2/28/2010,49
540,7379573,HS180887,2/25/2010 6:00,057XX N AVONDALE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1132252,1937795,2010,3/1/2010 10:11,41.98555086,-87.78895749,"(41.985550861, -87.788957491)",56,6,2010,2,9,2/25/2010,46
541,7383025,HS184737,2/24/2010 8:00,068XX W PALATINE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1611,16,41,10,5,1129838,1941254,2010,3/20/2010 20:16,41.99508444,-87.79775664,"(41.995084438, -87.797756642)",55,8,2010,2,8,2/24/2010,45
542,7384918,HS187212,2/20/2010 23:30,050XX N NEENAH AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1131860,1933033,2010,3/2/2010 10:39,41.97249031,-87.79051026,"(41.972490309, -87.790510259)",51,23,2010,2,8,2/20/2010,41
543,7570923,HS373117,2/12/2010 12:00,072XX W PETERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,1612,16,41,10,5,1126754,1939389,2010,6/26/2010 18:00,41.99001907,-87.80914333,"(41.990019066, -87.809143328)",43,12,2010,2,7,2/12/2010,33
544,7362507,HS164827,2/11/2010 0:01,076XX W DEVON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1124311,1941856,2010,2/15/2010 12:27,41.99682944,-87.81807476,"(41.996829442, -87.818074762)",42,0,2010,2,7,2/11/2010,32
545,7349066,HS150470,2/4/2010 0:01,059XX N WEST CIRCLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1127993,1939131,2010,2/7/2010 11:37,41.98929019,-87.80459181,"(41.989290188, -87.804591807)",35,0,2010,2,6,2/4/2010,25
546,7349909,HS151232,2/3/2010 20:00,057XX N NEWCASTLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1129948,1937867,2010,2/7/2010 11:09,41.98578831,-87.79742997,"(41.985788308, -87.797429966)",34,20,2010,2,5,2/3/2010,24
547,7346526,HS148475,2/1/2010 22:30,053XX N NAGLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1132538,1935334,2010,2/7/2010 11:01,41.97879266,-87.78796321,"(41.978792657, -87.787963214)",32,22,2010,2,5,2/1/2010,22
548,7354525,HS156365,2/1/2010 15:30,050XX N NEWCASTLE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1129964,1933034,2010,2/12/2010 14:30,41.97252581,-87.79748232,"(41.972525807, -87.797482317)",32,15,2010,2,5,2/1/2010,22
549,7343716,HS146152,1/31/2010 21:30,052XX N OLCOTT AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1125305,1934102,2010,5/13/2010 10:27,41.9755352,-87.81459093,"(41.975535202, -87.814590928)",31,21,2010,1,5,1/31/2010,21
550,7343775,HS146087,1/31/2010 20:00,052XX N OLEANDER AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1125050,1934143,2010,2/3/2010 11:57,41.97565194,-87.81552777,"(41.975651944, -87.815527765)",31,20,2010,1,5,1/31/2010,21
551,7343114,HS145786,1/31/2010 9:00,069XX W BERWYN AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1128706,1934665,2010,2/3/2010 11:52,41.97702294,-87.80207112,"(41.977022937, -87.802071119)",31,9,2010,1,5,1/31/2010,21
552,7335276,HS138452,1/26/2010 8:00,053XX N NEWCASTLE AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1129978,1934926,2010,2/6/2010 10:22,41.9777174,-87.79738731,"(41.977717404, -87.797387308)",26,8,2010,1,4,1/26/2010,16
553,7333475,HS137252,1/25/2010 23:35,076XX W CATALPA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1124236,1935649,2010,1/31/2010 13:47,41.97979803,-87.81848793,"(41.979798034, -87.818487925)",25,23,2010,1,4,1/25/2010,15
554,7333075,HS136854,1/25/2010 15:45,076XX W CLARENCE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1124242,1940840,2010,1/26/2010 12:47,41.99404258,-87.81835107,"(41.994042576, -87.818351068)",25,15,2010,1,4,1/25/2010,15
555,7325306,HS129524,1/20/2010 14:00,053XX N NEWLAND AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1129386,1934913,2010,2/27/2010 19:55,41.97769187,-87.79956472,"(41.977691874, -87.799564722)",20,14,2010,1,3,1/20/2010,10
556,7322316,HS127069,1/13/2010 15:00,063XX N NORMANDY AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,41,10,5,1130979,1941633,2010,1/21/2010 11:25,41.99610479,-87.79355062,"(41.996104788, -87.79355062)",13,15,2010,1,2,1/13/2010,3
557,7310940,HS115283,1/11/2010 5:30,048XX N NATCHEZ AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1132260,1931848,2010,1/14/2010 15:18,41.96923159,-87.78906704,"(41.969231588, -87.789067041)",11,5,2010,1,2,1/11/2010,1
558,7311246,HS114524,1/10/2010 9:30,058XX N NAGLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1622,16,45,10,5,1132644,1938679,2010,1/18/2010 14:34,41.98796979,-87.78749499,"(41.98796979, -87.787494992)",10,9,2010,1,2,1/10/2010,0
