beat,time,eknox600ft,eknox1200ft,eknox1800ft,eknox2400ft,eknox3000ft,p600ft,p1200ft,p1800ft,p2400ft,p3000ft
beat912,1,1.46666666667,4.83333333333,8.83333333333,13.4166666667,17.7166666667,0.37000000,0.13000000,0.23000000,0.11000000,0.08000000
beat912,4,5.31666666667,17.75,33.55,46.4166666667,61.9666666667,0.02000000,0.02000000,0.01000000,0.02000000,0.12000000
beat912,7,9.58333333333,36.6833333333,63.8833333333,86.45,111.816666667,0.16000000,0.10000000,0.03000000,0.02000000,0.22000000
beat912,10,13.2166666667,44.4333333333,83.6333333333,117.333333333,151.116666667,0.25000000,0.20000000,0.12000000,0.08000000,0.63000000
beat912,13,15.7166666667,52.6833333333,94.9,131.983333333,174.083333333,0.36000000,0.12000000,0.08000000,0.08000000,0.41000000
beat824,1,4.41176470588,18.4117647059,34.3823529412,48.6862745098,62.4803921569,0.30000000,0.22000000,0.14000000,0.10000000,0.06000000
beat824,4,12.0294117647,45.7254901961,83.4215686275,125.166666667,165.5,0.23000000,0.03000000,0.04000000,0.04000000,0.06000000
beat824,7,18.8431372549,72.0196078431,135.254901961,198.901960784,262.245098039,0.13000000,0.07000000,0.05000000,0.13000000,0.10000000
beat824,10,25.3431372549,102.009803922,192.166666667,266.470588235,355.921568627,0.21000000,0.10000000,0.07000000,0.13000000,0.20000000
beat824,13,35.068627451,134.843137255,246.970588235,363.480392157,475.31372549,0.08000000,0.10000000,0.03000000,0.04000000,0.07000000
beat711,1,1.97916666667,5.22916666667,9.02083333333,12.1666666667,17.9375,0.36000000,0.74000000,0.70000000,0.39000000,0.12000000
beat711,4,5.16666666667,14.5416666667,24.375,36.3541666667,52.3958333333,0.53000000,0.91000000,0.79000000,0.77000000,0.97000000
beat711,7,8.97916666667,24.375,40.4583333333,61.9583333333,83.9375,0.23000000,0.57000000,0.47000000,0.69000000,0.82000000
beat711,10,11.9791666667,33.5625,56.2916666667,86.2916666667,121.604166667,0.43000000,0.66000000,0.57000000,0.56000000,0.70000000
beat711,13,14.2916666667,42.6041666667,72.3125,106.729166667,152.375,0.65000000,0.79000000,0.65000000,0.77000000,0.78000000
beat512,1,4.02884615385,12.9423076923,25.9711538462,41.8461538462,50.7115384615,0.76000000,0.49000000,0.68000000,0.76000000,0.89000000
beat512,4,11.9711538462,39.8942307692,78.8269230769,121.509615385,153.932692308,0.49000000,0.04000000,0.23000000,0.29000000,0.73000000
beat512,7,19.9038461538,69.375,133.913461538,203.644230769,254.278846154,0.32000000,0.04000000,0.06000000,0.21000000,0.69000000
beat512,10,28.4423076923,97.3942307692,193.153846154,292.884615385,366.798076923,0.20000000,0.08000000,0.07000000,0.27000000,0.65000000
beat512,13,38.625,132.528846154,259.144230769,390.894230769,485.230769231,0.31000000,0.22000000,0.07000000,0.28000000,0.77000000
beat713,1,7.20253164557,23.0506329114,38.9620253165,52.9240506329,68.9367088608,0.37000000,0.71000000,0.68000000,0.67000000,0.37000000
beat713,4,19.1139240506,64.2151898734,111.113924051,146.708860759,183.265822785,0.29000000,0.55000000,0.55000000,0.56000000,0.41000000
beat713,7,28.4050632911,99.1265822785,157.772151899,208.139240506,243.392405063,0.32000000,0.55000000,0.86000000,0.93000000,0.81000000
beat713,10,42.3544303797,128.050632911,215.658227848,282.949367089,343.886075949,0.29000000,0.46000000,0.84000000,0.87000000,0.83000000
beat713,13,51.5569620253,165.012658228,246.265822785,322.481012658,397.455696203,0.26000000,0.40000000,0.83000000,0.90000000,0.85000000
beat735,1,2.92207792208,14.1428571429,25.4415584416,35.2727272727,42.8701298701,0.11000000,0.08000000,0.24000000,0.68000000,0.36000000
beat735,4,10.4675324675,37.025974026,65.0909090909,98.5974025974,121.012987013,0.13000000,0.09000000,0.38000000,0.06000000,0.25000000
beat735,7,17.025974026,65.3116883117,116.714285714,174.025974026,216.480519481,0.03000000,0.02000000,0.28000000,0.03000000,0.17000000
beat735,10,25.0519480519,105.909090909,177.38961039,263.337662338,323.545454545,0.03000000,0.05000000,0.24000000,0.01000000,0.20000000
beat735,13,32.1688311688,125.896103896,219.155844156,332.415584416,400.636363636,0.03000000,0.03000000,0.11000000,0.01000000,0.10000000
beat1821,1,0.8,2.24,4.56,5.4,4.64,0.79000000,0.87000000,0.82000000,0.95000000,1.00000000
beat1821,4,1.6,4.2,9.48,9.88,11.04,0.83000000,0.83000000,0.42000000,0.72000000,0.97000000
beat1821,7,2.2,6.08,13.52,14.84,14.8,0.37000000,0.56000000,0.19000000,0.43000000,0.90000000
beat1821,10,4.08,11.32,21.56,23.4,26.72,0.82000000,0.74000000,0.09000000,0.12000000,0.58000000
beat1821,13,5.08,14.72,26.04,30.28,33.2,0.90000000,0.72000000,0.09000000,0.28000000,0.73000000
beat2422,1,3.59523809524,11.1666666667,13.2142857143,16.4047619048,21.4761904762,0.20000000,0.28000000,0.16000000,0.46000000,0.65000000
beat2422,4,11.1666666667,25.2380952381,40.0476190476,51.4047619048,58.5714285714,0.03000000,0.32000000,0.16000000,0.36000000,0.50000000
beat2422,7,17.5714285714,42.0952380952,64.4285714286,81.6904761905,95.6666666667,0.03000000,0.35000000,0.48000000,0.20000000,0.61000000
beat2422,10,24.0476190476,53.4047619048,84.4761904762,109.142857143,125.928571429,0.01000000,0.15000000,0.21000000,0.21000000,0.32000000
beat2422,13,28.9285714286,67.1904761905,101.833333333,129.880952381,151.30952381,0.02000000,0.19000000,0.16000000,0.04000000,0.41000000
beat1422,1,1.08510638298,4.10638297872,6.40425531915,10.2553191489,11.9574468085,0.02000000,0.05000000,0.24000000,0.64000000,0.81000000
beat1422,4,3.06382978723,9.68085106383,16.2765957447,25.9787234043,29.1276595745,0.08000000,0.20000000,0.16000000,0.03000000,0.25000000
beat1422,7,4.8085106383,18.085106383,29.6170212766,42.8936170213,48.6808510638,0.03000000,0.41000000,0.29000000,0.06000000,0.11000000
beat1422,10,7.95744680851,26.829787234,49.3617021277,72.4042553191,87.1276595745,0.09000000,0.61000000,0.10000000,0.09000000,0.23000000
beat1422,13,10.5744680851,40.085106383,67.5957446809,100.638297872,122.553191489,0.03000000,0.30000000,0.01000000,0.06000000,0.13000000
beat723,1,2.97959183673,9.38775510204,16.9591836735,24.7551020408,31.9387755102,0.72000000,0.83000000,0.74000000,0.23000000,0.02000000
beat723,4,7.18367346939,23.0,39.1428571429,59.3469387755,72.8163265306,0.69000000,0.95000000,0.48000000,0.04000000,0.01000000
beat723,7,9.87755102041,31.9387755102,59.4897959184,82.3673469388,114.12244898,0.17000000,0.81000000,0.58000000,0.24000000,0.07000000
beat723,10,13.6530612245,48.6326530612,79.4897959184,117.489795918,146.775510204,0.17000000,0.87000000,0.69000000,0.36000000,0.04000000
beat723,13,17.306122449,58.5918367347,102.326530612,152.183673469,193.93877551,0.12000000,0.52000000,0.62000000,0.26000000,0.07000000
beat2531,1,1.22857142857,3.77142857143,7.25714285714,9.28571428571,11.9714285714,0.41000000,0.74000000,0.91000000,0.87000000,0.89000000
beat2531,4,2.25714285714,8.28571428571,15.8,22.5714285714,24.8571428571,0.07000000,0.48000000,0.79000000,0.96000000,0.90000000
beat2531,7,5.0,18.1714285714,31.9714285714,44.2857142857,51.0571428571,0.27000000,0.65000000,0.91000000,1.00000000,0.82000000
beat2531,10,5.51428571429,19.8857142857,35.0857142857,49.3714285714,58.7142857143,0.17000000,0.47000000,0.72000000,0.99000000,0.82000000
beat2531,13,7.42857142857,27.2571428571,47.9142857143,67.9142857143,80.5428571429,0.19000000,0.67000000,0.85000000,1.00000000,0.82000000
beat1613,1,0.90243902439,2.0487804878,3.9512195122,7.75609756098,10.6097560976,0.01000000,0.01000000,0.01000000,0.01000000,0.01000000
beat1613,4,2.0,5.51219512195,10.7317073171,18.8048780488,25.0731707317,0.01000000,0.01000000,0.01000000,0.01000000,0.01000000
beat1613,7,2.73170731707,8.9756097561,16.0,27.3414634146,40.2195121951,0.01000000,0.01000000,0.02000000,0.01000000,0.02000000
beat1613,10,3.0243902439,10.3658536585,21.2682926829,34.3658536585,52.487804878,0.02000000,0.04000000,0.08000000,0.03000000,0.07000000
beat1613,13,5.17073170732,13.1219512195,24.8048780488,43.5853658537,64.2195121951,0.01000000,0.12000000,0.06000000,0.05000000,0.14000000
beat1021,1,3.96296296296,11.2592592593,20.2407407407,24.8703703704,28.4074074074,0.35000000,0.03000000,0.60000000,0.82000000,0.55000000
beat1021,4,10.0740740741,32.037037037,59.7222222222,74.2962962963,83.3333333333,0.80000000,0.45000000,0.63000000,0.69000000,0.18000000
beat1021,7,15.8518518519,49.1481481481,89.3518518519,116.740740741,125.962962963,0.66000000,0.39000000,0.71000000,0.33000000,0.29000000
beat1021,10,20.4814814815,63.3333333333,115.444444444,149.148148148,164.148148148,0.85000000,0.68000000,0.50000000,0.34000000,0.44000000
beat1021,13,27.8518518519,88.037037037,153.037037037,195.203703704,219.166666667,0.69000000,0.47000000,0.65000000,0.52000000,0.23000000
beat1622,1,2.59375,9.41666666667,20.1145833333,28.25,39.5625,0.02000000,0.18000000,0.30000000,0.12000000,0.59000000
beat1622,4,7.6875,27.8645833333,52.4375,82.90625,112.395833333,0.09000000,0.83000000,0.80000000,0.57000000,1.00000000
beat1622,7,12.0520833333,39.5729166667,75.5104166667,118.833333333,163.479166667,0.22000000,0.68000000,0.59000000,0.46000000,0.94000000
beat1622,10,15.375,52.0729166667,108.125,162.28125,222.6875,0.04000000,0.44000000,0.44000000,0.26000000,0.80000000
beat1622,13,20.1145833333,65.25,125.59375,197.385416667,268.041666667,0.01000000,0.12000000,0.22000000,0.38000000,0.63000000
beat1624,1,1.69090909091,4.23636363636,8.41818181818,11.5272727273,14.5454545455,0.01000000,0.04000000,0.04000000,0.02000000,0.01000000
beat1624,4,4.52727272727,11.0909090909,21.2363636364,34.3272727273,38.7090909091,0.29000000,0.51000000,0.28000000,0.59000000,0.81000000
beat1624,7,5.32727272727,18.4363636364,33.7454545455,51.7818181818,63.9454545455,0.30000000,0.45000000,0.38000000,0.33000000,0.60000000
beat1624,10,9.30909090909,24.7818181818,49.6363636364,69.6181818182,89.8,0.29000000,0.67000000,0.62000000,0.68000000,0.66000000
beat1624,13,11.3090909091,33.4727272727,64.5454545455,94.8363636364,116.436363636,0.56000000,0.69000000,0.82000000,0.94000000,0.94000000
beat2031,1,0.125,0.75,1.3125,1.1875,1.6875,0.09000000,0.11000000,0.43000000,0.22000000,0.19000000
beat2031,4,0.75,2.0,2.9375,3.75,4.9375,0.05000000,0.06000000,0.22000000,0.28000000,0.61000000
beat2031,7,1.25,2.8125,6.6875,8.1875,7.9375,0.04000000,0.11000000,0.45000000,0.40000000,0.69000000
beat2031,10,2.0625,3.6875,8.6875,10.3125,12.75,0.01000000,0.06000000,0.29000000,0.30000000,0.63000000
beat2031,13,2.9375,6.3125,12.9375,14.375,17.375,0.01000000,0.01000000,0.19000000,0.21000000,0.15000000
beat1923,1,1.72916666667,7.25,9.52083333333,15.0208333333,16.8541666667,0.08000000,0.78000000,0.26000000,0.15000000,0.47000000
beat1923,4,6.39583333333,18.5416666667,31.0833333333,40.7708333333,46.7708333333,0.03000000,0.09000000,0.05000000,0.03000000,0.19000000
beat1923,7,8.22916666667,29.4791666667,47.8541666667,58.4791666667,73.25,0.05000000,0.13000000,0.01000000,0.05000000,0.54000000
beat1923,10,17.2291666667,50.3333333333,80.8125,101.5,122.291666667,0.27000000,0.04000000,0.01000000,0.07000000,0.36000000
beat1923,13,20.3541666667,62.6875,97.5833333333,135.9375,152.020833333,0.11000000,0.03000000,0.03000000,0.05000000,0.56000000
beat2032,1,0.2,0.5,0.45,1.05,2.0,0.04000000,0.01000000,0.01000000,0.34000000,0.82000000
beat2032,4,0.7,1.4,1.4,2.95,3.25,0.07000000,0.08000000,0.01000000,0.45000000,0.66000000
beat2032,7,0.95,2.55,2.9,5.05,6.55,0.12000000,0.31000000,0.22000000,0.20000000,0.49000000
beat2032,10,1.5,3.15,4.35,8.0,10.5,0.20000000,0.29000000,0.12000000,0.10000000,0.28000000
beat2032,13,2.45,6.0,6.9,13.05,16.65,0.40000000,0.31000000,0.10000000,0.09000000,0.53000000
beat1712,1,3.52873563218,12.6781609195,20.7931034483,27.5862068966,34.9655172414,0.02000000,0.01000000,0.01000000,0.04000000,0.03000000
beat1712,4,8.77011494253,31.3448275862,49.1264367816,70.5057471264,84.3448275862,0.05000000,0.09000000,0.02000000,0.18000000,0.16000000
beat1712,7,19.0114942529,58.1609195402,92.6896551724,132.045977011,155.67816092,0.34000000,0.19000000,0.06000000,0.22000000,0.53000000
beat1712,10,26.2068965517,83.2988505747,134.068965517,190.425287356,221.931034483,0.51000000,0.53000000,0.16000000,0.19000000,0.37000000
beat1712,13,29.9425287356,96.4942528736,155.356321839,220.068965517,265.0,0.54000000,0.45000000,0.18000000,0.44000000,0.66000000
beat1824,1,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat1824,4,0.25,0.5,0.833333333333,1.83333333333,1.91666666667,0.50000000,0.99000000,0.12000000,0.54000000,0.14000000
beat1824,7,0.25,1.66666666667,2.83333333333,4.33333333333,5.66666666667,0.38000000,0.68000000,0.31000000,0.18000000,0.28000000
beat1824,10,1.0,3.08333333333,4.58333333333,6.41666666667,7.75,0.47000000,0.88000000,0.56000000,0.09000000,0.12000000
beat1824,13,1.75,3.5,7.41666666667,9.16666666667,11.6666666667,0.79000000,0.97000000,0.61000000,0.14000000,0.15000000
beat2535,1,1.7380952381,3.30952380952,5.90476190476,8.33333333333,10.3571428571,0.04000000,0.28000000,0.05000000,0.05000000,0.01000000
beat2535,4,3.95238095238,10.1666666667,19.6904761905,25.4761904762,35.0714285714,0.01000000,0.19000000,0.03000000,0.09000000,0.07000000
beat2535,7,6.09523809524,17.0952380952,29.9285714286,42.619047619,56.6904761905,0.06000000,0.09000000,0.04000000,0.14000000,0.02000000
beat2535,10,9.5,24.0476190476,43.5714285714,58.2142857143,78.619047619,0.04000000,0.10000000,0.12000000,0.20000000,0.08000000
beat2535,13,11.880952381,29.7380952381,56.119047619,78.3333333333,98.5714285714,0.06000000,0.04000000,0.04000000,0.13000000,0.02000000
beat2222,1,1.03846153846,4.73076923077,9.94230769231,13.25,19.1538461538,0.16000000,0.12000000,0.39000000,0.57000000,0.24000000
beat2222,4,4.30769230769,16.5384615385,33.0961538462,51.9038461538,64.9615384615,0.15000000,0.03000000,0.11000000,0.13000000,0.07000000
beat2222,7,7.19230769231,27.4230769231,61.7115384615,88.5769230769,109.153846154,0.13000000,0.04000000,0.09000000,0.11000000,0.23000000
beat2222,10,9.63461538462,40.6923076923,76.4038461538,118.269230769,155.403846154,0.02000000,0.02000000,0.06000000,0.03000000,0.16000000
beat2222,13,10.8269230769,47.3653846154,88.9615384615,145.692307692,181.019230769,0.08000000,0.02000000,0.04000000,0.06000000,0.09000000
beat1511,1,2.17948717949,7.4358974359,10.6153846154,15.7435897436,19.3846153846,0.80000000,0.91000000,0.15000000,0.05000000,0.29000000
beat1511,4,5.10256410256,17.8974358974,28.4871794872,39.5897435897,48.3846153846,0.09000000,0.20000000,0.05000000,0.07000000,0.33000000
beat1511,7,7.41025641026,27.7179487179,46.2820512821,64.5384615385,74.3076923077,0.01000000,0.36000000,0.14000000,0.03000000,0.21000000
beat1511,10,9.15384615385,30.8974358974,53.2051282051,72.4871794872,82.4871794872,0.03000000,0.43000000,0.18000000,0.04000000,0.08000000
beat1511,13,11.8205128205,40.2307692308,68.5384615385,93.7692307692,108.538461538,0.01000000,0.44000000,0.15000000,0.01000000,0.08000000
beat1222,1,2.26829268293,5.68292682927,9.19512195122,16.3414634146,18.7317073171,0.95000000,0.09000000,0.47000000,0.57000000,0.31000000
beat1222,4,4.68292682927,13.1463414634,27.3170731707,37.243902439,40.3902439024,0.58000000,0.23000000,0.49000000,0.78000000,0.26000000
beat1222,7,7.12195121951,20.6097560976,39.1463414634,52.5853658537,59.8780487805,0.36000000,0.37000000,0.73000000,0.92000000,0.27000000
beat1222,10,8.85365853659,26.512195122,45.6585365854,68.3902439024,76.7073170732,0.58000000,0.83000000,0.57000000,0.80000000,0.22000000
beat1222,13,11.7804878049,34.512195122,62.0731707317,88.0487804878,103.707317073,0.89000000,0.91000000,0.65000000,0.69000000,0.14000000
beat2011,1,2.38888888889,7.95833333333,18.7777777778,28.0694444444,38.8333333333,0.01000000,0.27000000,0.07000000,0.15000000,0.29000000
beat2011,4,7.36111111111,26.2916666667,60.1666666667,83.2916666667,121.541666667,0.01000000,0.04000000,0.02000000,0.06000000,0.08000000
beat2011,7,11.2222222222,42.4583333333,96.5,142.097222222,189.263888889,0.02000000,0.18000000,0.08000000,0.13000000,0.17000000
beat2011,10,15.5555555556,54.5972222222,123.652777778,184.458333333,247.388888889,0.02000000,0.03000000,0.04000000,0.03000000,0.16000000
beat2011,13,18.7222222222,69.6944444444,147.25,222.972222222,307.125,0.02000000,0.05000000,0.04000000,0.03000000,0.25000000
beat431,1,7.74107142857,17.9553571429,35.7410714286,51.9732142857,69.2857142857,0.01000000,0.01000000,0.01000000,0.01000000,0.02000000
beat431,4,22.2857142857,56.5982142857,103.205357143,161.901785714,215.1875,0.01000000,0.01000000,0.01000000,0.01000000,0.02000000
beat431,7,33.1607142857,74.7142857143,148.678571429,225.241071429,290.535714286,0.02000000,0.01000000,0.01000000,0.01000000,0.01000000
beat431,10,39.9375,98.1071428571,185.875,283.339285714,369.696428571,0.04000000,0.01000000,0.01000000,0.01000000,0.01000000
beat431,13,48.1339285714,122.071428571,233.0,360.232142857,464.883928571,0.05000000,0.01000000,0.01000000,0.01000000,0.01000000
beat1724,1,0.363636363636,1.75757575758,2.15151515152,3.54545454545,4.75757575758,0.89000000,0.97000000,0.75000000,0.54000000,0.14000000
beat1724,4,2.0,6.60606060606,8.45454545455,14.8484848485,15.9393939394,0.96000000,0.12000000,0.10000000,0.25000000,0.05000000
beat1724,7,2.84848484848,9.9696969697,14.7575757576,19.303030303,27.2727272727,0.94000000,0.19000000,0.18000000,0.40000000,0.09000000
beat1724,10,3.81818181818,12.696969697,20.9696969697,27.9393939394,34.0,1.00000000,0.17000000,0.33000000,0.56000000,0.15000000
beat1724,13,4.48484848485,13.6363636364,24.8181818182,34.696969697,43.2424242424,0.73000000,0.11000000,0.11000000,0.39000000,0.05000000
beat712,1,2.41176470588,9.77941176471,16.9264705882,21.6323529412,27.75,0.09000000,0.14000000,0.64000000,0.18000000,0.68000000
beat712,4,9.33823529412,32.0147058824,55.8235294118,76.25,99.0,0.10000000,0.47000000,0.53000000,0.20000000,0.71000000
beat712,7,14.6617647059,55.6470588235,92.3529411765,121.808823529,152.014705882,0.04000000,0.26000000,0.39000000,0.04000000,0.58000000
beat712,10,22.0294117647,74.6323529412,126.970588235,170.205882353,204.073529412,0.09000000,0.29000000,0.39000000,0.13000000,0.60000000
beat712,13,26.6617647059,99.6764705882,167.235294118,218.397058824,291.470588235,0.26000000,0.51000000,0.51000000,0.17000000,0.77000000
beat621,1,7.328,27.752,53.128,77.008,96.792,0.01000000,0.32000000,0.16000000,0.54000000,0.37000000
beat621,4,22.216,86.432,165.016,236.68,309.936,0.01000000,0.05000000,0.01000000,0.05000000,0.24000000
beat621,7,37.056,142.632,274.064,393.016,506.264,0.01000000,0.02000000,0.01000000,0.10000000,0.29000000
beat621,10,54.68,200.944,381.256,553.064,719.928,0.01000000,0.01000000,0.01000000,0.09000000,0.46000000
beat621,13,69.872,251.4,483.064,698.12,905.896,0.01000000,0.01000000,0.02000000,0.01000000,0.16000000
beat624,1,6.35294117647,18.137254902,28.4019607843,42.1470588235,54.431372549,0.70000000,0.76000000,0.53000000,0.63000000,0.43000000
beat624,4,23.3137254902,62.8529411765,99.9117647059,147.088235294,190.705882353,0.32000000,0.53000000,0.76000000,0.61000000,0.80000000
beat624,7,38.4901960784,104.960784314,165.431372549,234.745098039,326.264705882,0.18000000,0.28000000,0.25000000,0.21000000,0.37000000
beat624,10,56.0196078431,147.117647059,234.274509804,337.656862745,454.539215686,0.11000000,0.29000000,0.22000000,0.26000000,0.46000000
beat624,13,70.2058823529,182.31372549,292.529411765,428.656862745,560.725490196,0.14000000,0.56000000,0.35000000,0.60000000,0.36000000
beat1921,1,2.76,10.1,12.14,23.64,30.36,0.01000000,0.01000000,0.07000000,0.21000000,0.10000000
beat1921,4,4.24,14.8,24.64,38.68,46.22,0.08000000,0.06000000,0.08000000,0.13000000,0.38000000
beat1921,7,8.08,29.64,43.18,78.22,92.9,0.32000000,0.67000000,0.30000000,0.40000000,0.62000000
beat1921,10,9.54,36.34,65.68,100.64,122.02,0.30000000,0.50000000,0.23000000,0.60000000,0.58000000
beat1921,13,15.44,50.3,86.34,143.64,170.46,0.66000000,0.97000000,0.66000000,0.60000000,0.50000000
beat1911,1,2.25396825397,8.47619047619,17.6825396825,22.3015873016,32.4126984127,0.04000000,0.28000000,0.28000000,0.50000000,0.28000000
beat1911,4,6.55555555556,18.3492063492,39.4920634921,59.1428571429,78.3174603175,0.17000000,0.18000000,0.18000000,0.17000000,0.15000000
beat1911,7,11.2380952381,33.6984126984,63.5714285714,97.5714285714,121.158730159,0.21000000,0.45000000,0.19000000,0.37000000,0.09000000
beat1911,10,14.9682539683,44.9047619048,88.1746031746,135.666666667,164.761904762,0.50000000,0.57000000,0.39000000,0.11000000,0.09000000
beat1911,13,18.7301587302,58.9206349206,110.53968254,164.19047619,205.0,0.42000000,0.74000000,0.69000000,0.18000000,0.07000000
beat1831,1,0.181818181818,1.86363636364,2.0,2.59090909091,3.77272727273,0.10000000,0.35000000,0.85000000,0.64000000,0.57000000
beat1831,4,2.27272727273,6.18181818182,8.54545454545,10.6363636364,12.5,0.06000000,0.56000000,0.76000000,0.68000000,0.92000000
beat1831,7,3.18181818182,8.18181818182,11.5454545455,13.8636363636,16.0,0.10000000,0.59000000,0.84000000,0.62000000,0.93000000
beat1831,10,4.22727272727,9.63636363636,14.0909090909,18.9545454545,22.1818181818,0.07000000,0.27000000,0.64000000,0.40000000,0.92000000
beat1831,13,5.68181818182,14.5,23.8181818182,27.9090909091,34.0454545455,0.05000000,0.43000000,0.75000000,0.63000000,0.96000000
beat1113,1,2.02222222222,6.8,12.5555555556,18.8,24.4222222222,0.45000000,0.46000000,0.77000000,0.43000000,0.29000000
beat1113,4,4.08888888889,15.0666666667,24.5777777778,38.4888888889,47.6,0.19000000,0.77000000,0.83000000,0.81000000,0.88000000
beat1113,7,8.6,28.0444444444,46.1333333333,73.9333333333,90.7111111111,0.43000000,0.78000000,0.54000000,0.84000000,0.75000000
beat1113,10,11.7777777778,34.7333333333,60.7111111111,90.6,114.444444444,0.33000000,0.51000000,0.41000000,0.78000000,0.46000000
beat1113,13,13.5777777778,39.4,69.2444444444,105.444444444,134.866666667,0.21000000,0.54000000,0.42000000,0.80000000,0.60000000
beat922,1,5.30379746835,15.5316455696,30.1265822785,39.2025316456,52.6835443038,0.24000000,0.41000000,0.34000000,0.49000000,0.75000000
beat922,4,13.2405063291,39.4303797468,77.746835443,105.860759494,129.35443038,0.50000000,0.02000000,0.07000000,0.39000000,0.69000000
beat922,7,21.1898734177,63.835443038,134.126582278,183.772151899,227.569620253,0.79000000,0.10000000,0.13000000,0.38000000,0.87000000
beat922,10,30.1265822785,91.9367088608,168.949367089,234.405063291,295.620253165,0.60000000,0.09000000,0.05000000,0.53000000,0.91000000
beat922,13,34.5189873418,108.303797468,211.544303797,312.215189873,378.012658228,0.23000000,0.02000000,0.05000000,0.24000000,0.84000000
beat923,1,2.125,6.5,13.2678571429,18.9464285714,22.7857142857,0.19000000,0.22000000,0.12000000,0.20000000,0.41000000
beat923,4,6.21428571429,23.9464285714,45.6964285714,67.6607142857,82.25,0.65000000,0.53000000,0.92000000,0.72000000,0.79000000
beat923,7,10.0357142857,37.0535714286,70.8214285714,97.7321428571,125.535714286,0.10000000,0.31000000,0.91000000,0.83000000,0.81000000
beat923,10,12.25,42.5357142857,81.4107142857,123.857142857,157.803571429,0.03000000,0.13000000,0.73000000,0.76000000,0.75000000
beat923,13,14.0178571429,52.5,98.8928571429,145.392857143,182.714285714,0.12000000,0.38000000,0.90000000,0.76000000,0.80000000
beat533,1,2.75471698113,5.1320754717,11.6037735849,13.2264150943,17.4339622642,0.08000000,0.10000000,0.30000000,0.54000000,0.79000000
beat533,4,8.64150943396,23.1886792453,30.7547169811,43.3962264151,54.6981132075,0.01000000,0.04000000,0.22000000,0.13000000,0.14000000
beat533,7,14.6226415094,33.2830188679,49.4528301887,73.7924528302,82.8490566038,0.06000000,0.32000000,0.76000000,0.28000000,0.15000000
beat533,10,18.4339622642,40.8301886792,61.8301886792,92.2264150943,100.867924528,0.09000000,0.49000000,0.54000000,0.17000000,0.12000000
beat533,13,21.2830188679,50.5849056604,74.1698113208,111.377358491,122.0,0.13000000,0.45000000,0.66000000,0.10000000,0.08000000
beat321,1,9.81196581197,32.1965811966,49.547008547,71.8205128205,81.8803418803,0.01000000,0.01000000,0.02000000,0.08000000,0.04000000
beat321,4,25.0512820513,85.1452991453,141.05982906,184.0,239.982905983,0.02000000,0.03000000,0.03000000,0.02000000,0.04000000
beat321,7,43.4444444444,144.58974359,223.820512821,304.444444444,384.162393162,0.01000000,0.01000000,0.04000000,0.03000000,0.01000000
beat321,10,63.9572649573,210.418803419,323.128205128,438.581196581,560.102564103,0.01000000,0.03000000,0.09000000,0.06000000,0.03000000
beat321,13,79.3162393162,264.88034188,412.290598291,560.854700855,694.829059829,0.01000000,0.01000000,0.01000000,0.03000000,0.01000000
beat2525,1,2.77272727273,6.77272727273,14.8863636364,18.0681818182,21.6590909091,0.66000000,0.75000000,0.53000000,0.32000000,0.54000000
beat2525,4,6.06818181818,19.9090909091,37.1136363636,50.1590909091,55.7272727273,0.32000000,0.46000000,0.57000000,0.21000000,0.27000000
beat2525,7,10.1363636364,30.1363636364,53.6818181818,76.5454545455,86.7954545455,0.14000000,0.35000000,0.43000000,0.58000000,0.43000000
beat2525,10,12.7045454545,39.8636363636,69.4545454545,92.3181818182,110.772727273,0.21000000,0.60000000,0.48000000,0.80000000,0.73000000
beat2525,13,13.4545454545,44.8863636364,83.0454545455,110.272727273,127.772727273,0.28000000,0.77000000,0.64000000,0.87000000,0.71000000
beat113,1,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat113,4,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat113,7,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat113,10,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat113,13,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat312,1,5.58461538462,11.8153846154,23.5538461538,30.0923076923,35.8153846154,0.43000000,0.13000000,0.02000000,0.07000000,0.07000000
beat312,4,16.6153846154,39.5846153846,67.5846153846,90.5076923077,99.3692307692,0.97000000,0.33000000,0.57000000,0.11000000,0.29000000
beat312,7,23.9692307692,55.4307692308,108.8,146.353846154,162.753846154,1.00000000,0.69000000,0.77000000,0.15000000,0.37000000
beat312,10,35.0615384615,83.9692307692,154.123076923,203.615384615,226.169230769,1.00000000,0.56000000,0.55000000,0.10000000,0.63000000
beat312,13,42.3846153846,98.9384615385,181.876923077,237.661538462,272.523076923,0.80000000,0.33000000,0.37000000,0.02000000,0.52000000
beat232,1,9.75268817204,33.4408602151,53.9139784946,63.7204301075,66.0107526882,1.00000000,0.30000000,0.33000000,0.35000000,0.59000000
